Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name
drift_1_run3,19.0,4.744888990562318e-12,0.23899149726476396,0.00016414846777968055,-1.2156934101310408,-0.00019955421056286514,8,8,hbr,False,S8_D8 hbr
drift_1_run4,19.0,4.744888990562318e-12,0.08522554290349661,0.0001709182891271465,-1.8157420894625216,-0.0003103435314270844,8,8,hbr,False,S8_D8 hbr
drift_2_run1,19.0,4.744888990562318e-12,0.26574302066157063,0.000138415606229553,-1.1466970793535234,-0.00015872077140037578,8,8,hbr,False,S8_D8 hbr
drift_2_run2,19.0,4.744888990562318e-12,0.054996751075514785,0.00015548276742458812,-2.044645078511367,-0.00031790707520801156,8,8,hbr,False,S8_D8 hbr
drift_2_run3,19.0,4.744888990562318e-12,0.7112556686341006,0.00015574904349882501,-0.3757629874722308,-5.852472588106092e-05,8,8,hbr,False,S8_D8 hbr
drift_2_run4,19.0,4.744888990562318e-12,0.0057101712557488474,0.0001647874836388421,-3.1142948856376695,-0.000513196817513547,8,8,hbr,True,S8_D8 hbr
drift_3_run1,19.0,4.744888990562318e-12,0.09494350897201521,0.00014370401501295107,1.7574459773722348,0.0002525520431167501,8,8,hbr,False,S8_D8 hbr
drift_3_run2,19.0,4.744888990562318e-12,0.548695312248676,0.00015488869744974786,-0.6106065946139473,-9.457606009398053e-05,8,8,hbr,False,S8_D8 hbr
drift_3_run3,19.0,4.744888990562318e-12,0.5253027125187444,0.00015535303574991274,-0.6471096579481328,-0.00010053044982533008,8,8,hbr,False,S8_D8 hbr
drift_3_run4,19.0,4.744888990562318e-12,2.002808448963417e-09,0.00016117667309835206,-10.612612470925544,-0.0017105055709458609,8,8,hbr,True,S8_D8 hbr
arith,19.0,2.8079747216224234e-11,1.4639930005057812e-08,7.657088756691266e-06,9.37865572387068,7.181319929612836e-05,10,8,hbo,True,S10_D8 hbo
arith1,19.0,2.8079747216224234e-11,6.48236048421025e-05,7.655235548127934e-06,5.091568229718597,3.897715410786062e-05,10,8,hbo,True,S10_D8 hbo
constant_run1,19.0,2.8079747216224234e-11,0.5495841477085678,1.0054533919348585e-05,-0.6092363356965632,-6.1255874021607365e-06,10,8,hbo,False,S10_D8 hbo
constant_run2,19.0,2.8079747216224234e-11,0.005032526979353494,1.0636057335663567e-05,-3.1708276321399205,-3.3725104496946543e-05,10,8,hbo,True,S10_D8 hbo
constant_run3,19.0,2.8079747216224234e-11,0.004070335896488351,1.0610042686157247e-05,-3.2653986367080234,-3.464601892279181e-05,10,8,hbo,True,S10_D8 hbo
constant_run4,19.0,2.8079747216224234e-11,0.040928811267550845,1.0832927396703998e-05,-2.1933139771979677,-2.376001107316167e-05,10,8,hbo,True,S10_D8 hbo
control,19.0,2.8079747216224234e-11,0.0004766740328892035,7.659042712554331e-06,4.207876659705075,3.2228307065841616e-05,10,8,hbo,True,S10_D8 hbo
drift_1_run1,19.0,2.8079747216224234e-11,0.012880382580249485,0.0003663576931971092,-2.7447617798834236,-0.0010055645940536826,10,8,hbo,True,S10_D8 hbo
drift_1_run2,19.0,2.8079747216224234e-11,0.011137007659859909,0.00039883407042220684,-2.8116601493433513,-0.0011213858620065188,10,8,hbo,True,S10_D8 hbo
drift_1_run3,19.0,2.8079747216224234e-11,0.8843351624787478,0.0003993193927195556,-0.1474437471771806,-5.887714758308744e-05,10,8,hbo,False,S10_D8 hbo
drift_1_run4,19.0,2.8079747216224234e-11,0.5008381840614002,0.0004157881480229458,0.6862610940610278,0.00028533922935983534,10,8,hbo,False,S10_D8 hbo
drift_2_run1,19.0,2.8079747216224234e-11,0.000281809569601699,0.00033671977917381566,4.438691271907362,0.0014945951448973897,10,8,hbo,True,S10_D8 hbo
drift_2_run2,19.0,2.8079747216224234e-11,0.01059991847945557,0.000378238585508308,2.834302883462336,0.0010720427135429125,10,8,hbo,True,S10_D8 hbo
drift_2_run3,19.0,2.8079747216224234e-11,0.041008624731493935,0.00037888634787671907,2.192346517290736,0.0008306501652165314,10,8,hbo,True,S10_D8 hbo
drift_2_run4,19.0,2.8079747216224234e-11,0.00535488036162345,0.0004008739087517189,3.1430665023391318,0.0012599733542592814,10,8,hbo,True,S10_D8 hbo
drift_3_run1,19.0,2.8079747216224234e-11,0.43025249035073765,0.00034958474351008776,-0.8059348260077779,-0.0002817425194357762,10,8,hbo,False,S10_D8 hbo
drift_3_run2,19.0,2.8079747216224234e-11,0.3994810833997591,0.0003767934080735448,0.8619171791545935,0.00032476471141079535,10,8,hbo,False,S10_D8 hbo
drift_3_run3,19.0,2.8079747216224234e-11,8.24054652953247e-08,0.0003779229908868741,8.387668161466406,0.003169892638147993,10,8,hbo,True,S10_D8 hbo
drift_3_run4,19.0,2.8079747216224234e-11,0.07121627631590723,0.00039208999080379673,1.9109634503035724,0.0007492696416559194,10,8,hbo,False,S10_D8 hbo
arith,19.0,8.800158965013699e-12,0.6353090388501283,4.286593913284037e-06,-0.48200357670052435,-2.0661535980656034e-06,10,8,hbr,False,S10_D8 hbr
arith1,19.0,8.800158965013699e-12,9.616398239891337e-12,4.285556449464554e-06,-14.530543650778096,-6.22714650568183e-05,10,8,hbr,True,S10_D8 hbr
constant_run1,19.0,8.800158965013699e-12,0.0028475805882847197,5.628732442460484e-06,3.423700732730062,1.9271095387593432e-05,10,8,hbr,True,S10_D8 hbr
constant_run2,19.0,8.800158965013699e-12,0.2517450745063174,5.954281070146117e-06,-1.182111435350296,-7.0386237423095225e-06,10,8,hbr,False,S10_D8 hbr
constant_run3,19.0,8.800158965013699e-12,0.02552976716476571,5.939717540615058e-06,2.4233981451224036,1.4394300470477536e-05,10,8,hbr,True,S10_D8 hbr
constant_run4,19.0,8.800158965013699e-12,0.8349964432512093,6.064492931622362e-06,0.2111786060923765,1.2806911639570802e-06,10,8,hbr,False,S10_D8 hbr
control,19.0,8.800158965013699e-12,0.0007542673377319861,4.287687777489558e-06,4.006867183538735,1.7180195448883042e-05,10,8,hbr,True,S10_D8 hbr
drift_1_run1,19.0,8.800158965013699e-12,0.25821758552909757,0.0002050944827263713,-1.1655576342489127,-0.00023904944008405386,10,8,hbr,False,S10_D8 hbr
drift_1_run2,19.0,8.800158965013699e-12,0.0005370121383806789,0.00022327541876645133,4.155641417955357,0.000927852577837192,10,8,hbr,True,S10_D8 hbr
drift_1_run3,19.0,8.800158965013699e-12,0.10171486586431434,0.00022354711205249014,1.7198106794173587,0.0003844587106607815,10,8,hbr,False,S10_D8 hbr
drift_1_run4,19.0,8.800158965013699e-12,0.03240589446403514,0.0002327666559922396,2.3081583674315937,0.0005372623046875591,10,8,hbr,True,S10_D8 hbr
drift_2_run1,19.0,8.800158965013699e-12,0.6788267778607595,0.0001885025760772986,-0.42051547074086193,-7.926824951501037e-05,10,8,hbr,False,S10_D8 hbr
drift_2_run2,19.0,8.800158965013699e-12,0.0007683932443070284,0.00021174564771659856,-3.998744275274638,-0.0008467166966210687,10,8,hbr,True,S10_D8 hbr
drift_2_run3,19.0,8.800158965013699e-12,0.006343456114839502,0.000212108278255948,-3.0670805599496425,-0.0006505531768432075,10,8,hbr,True,S10_D8 hbr
drift_2_run4,19.0,8.800158965013699e-12,0.15110107127049283,0.00022441736172221617,-1.4959185642991655,-0.00033571009755130413,10,8,hbr,False,S10_D8 hbr
drift_3_run1,19.0,8.800158965013699e-12,0.9586339191173268,0.00019570464458803502,-0.052556506990069383,-1.0285552521280107e-05,10,8,hbr,False,S10_D8 hbr
drift_3_run2,19.0,8.800158965013699e-12,0.00668393765555808,0.0002109366080159607,-3.043556467850389,-0.0006419974776333994,10,8,hbr,True,S10_D8 hbr
drift_3_run3,19.0,8.800158965013699e-12,0.3238814850359244,0.00021156897143318455,-1.0127977726150839,-0.00021427658302199365,10,8,hbr,False,S10_D8 hbr
drift_3_run4,19.0,8.800158965013699e-12,0.3691174462474779,0.00021949994592532527,0.9199783627945262,0.00020193520088586777,10,8,hbr,False,S10_D8 hbr
arith,19.0,1.520390267932023e-11,0.00040081648415550526,5.634360423123675e-06,4.283898274065244,2.4137026892081033e-05,9,8,hbo,True,S9_D8 hbo
arith1,19.0,1.520390267932023e-11,3.448731673443956e-05,5.632996765822992e-06,5.377062826463265,3.028897751109461e-05,9,8,hbo,True,S9_D8 hbo
constant_run1,19.0,1.520390267932023e-11,0.6544971357725833,7.398486525133589e-06,-0.4546721116283465,-3.363885491236356e-06,9,8,hbo,False,S9_D8 hbo
constant_run2,19.0,1.520390267932023e-11,0.007636665242008818,7.826392303180312e-06,-2.9834298069502947,-2.334949207819451e-05,9,8,hbo,True,S9_D8 hbo
constant_run3,19.0,1.520390267932023e-11,0.0005778636364864148,7.80724979141672e-06,-4.123522301380658,-3.219336862735633e-05,9,8,hbo,True,S9_D8 hbo
constant_run4,19.0,1.520390267932023e-11,0.22354616361048865,7.971256352125132e-06,-1.2582455950977602,-1.0029798192456488e-05,9,8,hbo,False,S9_D8 hbo
control,19.0,1.520390267932023e-11,0.0008203865253639278,5.635798213899413e-06,3.97008162783651,2.2374578947195875e-05,9,8,hbo,True,S9_D8 hbo
drift_1_run1,19.0,1.520390267932023e-11,0.003604093710642836,0.000269579125023574,-3.319422183577465,-0.0008948469278326545,9,8,hbo,True,S9_D8 hbo
drift_1_run2,19.0,1.520390267932023e-11,0.012850055766651968,0.00029347640770344656,-2.7458495373223872,-0.0008058420583075451,9,8,hbo,True,S9_D8 hbo
drift_1_run3,19.0,1.520390267932023e-11,0.08679191273704759,0.00029383352524923074,1.805966986961185,0.0005306536462625365,9,8,hbo,False,S9_D8 hbo
drift_1_run4,19.0,1.520390267932023e-11,0.46649118091507225,0.00030595182582638454,0.7431331566475845,0.0002273629461084531,9,8,hbo,False,S9_D8 hbo
drift_2_run1,19.0,1.520390267932023e-11,0.004127345396561946,0.00024777048532994894,3.259213509418965,0.0008075369130226631,9,8,hbo,True,S9_D8 hbo
drift_2_run2,19.0,1.520390267932023e-11,0.4261322574388886,0.00027832151153060183,0.813279808060451,0.00022635326547670246,9,8,hbo,False,S9_D8 hbo
drift_2_run3,19.0,1.520390267932023e-11,0.3771409243006687,0.00027879815830434795,-0.9043371362602071,-0.0002521275280755739,9,8,hbo,False,S9_D8 hbo
drift_2_run4,19.0,1.520390267932023e-11,0.23240509998089023,0.000294977393876988,1.2335731372330003,0.00036387618917765055,9,8,hbo,False,S9_D8 hbo
drift_3_run1,19.0,1.520390267932023e-11,0.0020230119070720766,0.0002572369873132054,-3.5743691764988843,-0.000919459958507756,9,8,hbo,True,S9_D8 hbo
drift_3_run2,19.0,1.520390267932023e-11,0.18473042271381276,0.0002772580981627334,1.3763120177846389,0.00038159365252948303,9,8,hbo,False,S9_D8 hbo
drift_3_run3,19.0,1.520390267932023e-11,3.6212636603626574e-06,0.00027808928569369963,6.433452415140006,0.001789074186670691,9,8,hbo,True,S9_D8 hbo
drift_3_run4,19.0,1.520390267932023e-11,0.2475083334022759,0.00028851387213675887,-1.1931214692485674,-0.00034423209502240307,9,8,hbo,False,S9_D8 hbo
arith,19.0,4.462714631818596e-12,0.1723474065277006,3.0525771058141474e-06,-1.4181269470952558,-4.328941851841088e-06,9,8,hbr,False,S9_D8 hbr
arith1,19.0,4.462714631818596e-12,1.4387496441163288e-11,3.0518383051795342e-06,-14.199342802520093,-4.333409827310613e-05,9,8,hbr,True,S9_D8 hbr
constant_run1,19.0,4.462714631818596e-12,0.07520295219468633,4.008343252520664e-06,1.8822978204708372,7.544895767918633e-06,9,8,hbr,False,S9_D8 hbr
constant_run2,19.0,4.462714631818596e-12,0.7451668717286517,4.240173537312217e-06,0.32978997195327153,1.3983667119472002e-06,9,8,hbr,False,S9_D8 hbr
constant_run3,19.0,4.462714631818596e-12,0.002217441501897611,4.229802529998324e-06,3.5339910360825293,1.494808422541328e-05,9,8,hbr,True,S9_D8 hbr
constant_run4,19.0,4.462714631818596e-12,0.566856129291205,4.3186578098925885e-06,-0.5828380450679098,-2.5170780752350573e-06,9,8,hbr,False,S9_D8 hbr
control,19.0,4.462714631818596e-12,5.8989733245542606e-05,3.0533560703949282e-06,5.1340001559003845,1.5675930541426945e-05,9,8,hbr,True,S9_D8 hbr
drift_1_run1,19.0,4.462714631818596e-12,0.01652194503281068,0.000146052258544751,2.6291804770850105,0.0003839977468000317,9,8,hbr,True,S9_D8 hbr
drift_1_run2,19.0,4.462714631818596e-12,1.091868290995333e-05,0.0001589993000049254,5.908121827913576,0.0009393872349820788,9,8,hbr,True,S9_D8 hbr
drift_1_run3,19.0,4.462714631818596e-12,0.0097975861227568,0.00015919277872522013,2.8702676085047143,0.0004569258762828577,9,8,hbr,True,S9_D8 hbr
drift_1_run4,19.0,4.462714631818596e-12,0.19212985321840464,0.00016575821723557475,1.3523860784676982,0.00022416910538101576,9,8,hbr,False,S9_D8 hbr
drift_2_run1,19.0,4.462714631818596e-12,0.010902508909025832,0.0001342367996038404,-2.8214144824851743,-0.0003787376504847354,9,8,hbr,True,S9_D8 hbr
drift_2_run2,19.0,4.462714631818596e-12,0.018968888183404913,0.00015078869833514991,-2.56443075977933,-0.00038668717623774465,9,8,hbr,True,S9_D8 hbr
drift_2_run3,19.0,4.462714631818596e-12,0.5358548236686022,0.00015104693545876842,-0.6305364385978729,-9.524059674529461e-05,9,8,hbr,False,S9_D8 hbr
drift_2_run4,19.0,4.462714631818596e-12,0.006624442642003383,0.00015981250251335776,-3.047581938352647,-0.00048704169618264605,9,8,hbr,True,S9_D8 hbr
drift_3_run1,19.0,4.462714631818596e-12,0.13376740668787995,0.0001393655498179086,1.566362686365957,0.00021829699699964792,9,8,hbr,False,S9_D8 hbr
drift_3_run2,19.0,4.462714631818596e-12,0.013865907057441017,0.00015021256350226814,-2.710680864390221,-0.00040717832147659915,9,8,hbr,True,S9_D8 hbr
drift_3_run3,19.0,4.462714631818596e-12,0.3616215290470829,0.0001506628832967301,0.9347989009848171,0.00014083949772498706,9,8,hbr,False,S9_D8 hbr
drift_3_run4,19.0,4.462714631818596e-12,0.3269689370460531,0.00015631070337282336,-1.00618664130967,-0.00015727774162745326,9,8,hbr,False,S9_D8 hbr
arith,19.0,7.166927815120364e-12,3.168946006732081e-07,3.86841981753808e-06,-7.661000898539863,-2.9635967698088643e-05,11,9,hbo,True,S11_D9 hbo
arith1,19.0,7.166927815120364e-12,0.00023479917816964448,3.867483562394613e-06,4.519077286524507,1.747745712282438e-05,11,9,hbo,True,S11_D9 hbo
constant_run1,19.0,7.166927815120364e-12,0.08235257534312974,5.079627454458818e-06,-1.8340864214295765,-9.316475740143803e-06,11,9,hbo,False,S11_D9 hbo
constant_run2,19.0,7.166927815120364e-12,0.0715467978530277,5.373417533105808e-06,1.9085336600527738,1.0255348231450175e-05,11,9,hbo,False,S11_D9 hbo
constant_run3,19.0,7.166927815120364e-12,0.020421686874748324,5.360274733159992e-06,-2.5296282588840655,-1.3559502440383757e-05,11,9,hbo,True,S11_D9 hbo
constant_run4,19.0,7.166927815120364e-12,0.04268794511547833,5.4728777940232784e-06,2.172379737756826,1.1889168826955446e-05,11,9,hbo,True,S11_D9 hbo
control,19.0,7.166927815120364e-12,0.14387063864758243,3.869406970988099e-06,-1.5244438183747069,-5.898693537698806e-06,11,9,hbo,False,S11_D9 hbo
drift_1_run1,19.0,7.166927815120364e-12,0.8991551937237114,0.00018508670928396495,0.12843407938212822,2.377144111275364e-05,11,9,hbo,False,S11_D9 hbo
drift_1_run2,19.0,7.166927815120364e-12,0.6208667276877411,0.0002014940235063088,0.5028238660010776,0.0001013160038755542,11,9,hbo,False,S11_D9 hbo
drift_1_run3,19.0,7.166927815120364e-12,0.0023339102872648363,0.00020173921204370382,3.511447730073026,0.0007083966981975846,11,9,hbo,True,S11_D9 hbo
drift_1_run4,19.0,7.166927815120364e-12,0.16719076470208746,0.00021005935321095198,1.4362574170625764,0.0003016993040725973,11,9,hbo,False,S11_D9 hbo
drift_2_run1,19.0,7.166927815120364e-12,0.01237755180055314,0.00017011340838576024,-2.7631216013727067,-0.00047004403339383113,11,9,hbo,True,S11_D9 hbo
drift_2_run2,19.0,7.166927815120364e-12,0.9195062216452514,0.00019108902696984967,-0.10240763911414848,-1.956897611260215e-05,11,9,hbo,False,S11_D9 hbo
drift_2_run3,19.0,7.166927815120364e-12,0.0012271215712238673,0.00019141628147383163,-3.7937613279723195,-0.0007261876861996868,11,9,hbo,True,S11_D9 hbo
drift_2_run4,19.0,7.166927815120364e-12,0.8229007111237442,0.00020252456543538893,-0.2269315870984508,-4.5959221060676856e-05,11,9,hbo,False,S11_D9 hbo
drift_3_run1,19.0,7.166927815120364e-12,0.030512672519179218,0.00017661288678698234,-2.3374310915319527,-0.0004128204527411053,11,9,hbo,True,S11_D9 hbo
drift_3_run2,19.0,7.166927815120364e-12,0.11211855320420652,0.00019035891227402467,1.665982934912136,0.00031713469935696145,11,9,hbo,False,S11_D9 hbo
drift_3_run3,19.0,7.166927815120364e-12,0.06738978596322752,0.00019092958615276416,-1.939845932185683,-0.00037037398103233546,11,9,hbo,False,S11_D9 hbo
drift_3_run4,19.0,7.166927815120364e-12,0.939753783600299,0.000198086862890061,-0.07658578311473481,-1.5170637519176422e-05,11,9,hbo,False,S11_D9 hbo
arith,19.0,1.7604080939198675e-13,0.0002889290443280143,6.062807269279822e-07,-4.4277129541813585,-2.6844370284895174e-06,11,9,hbr,True,S11_D9 hbr
arith1,19.0,1.7604080939198675e-13,3.745372840970979e-05,6.061339917038482e-07,5.339518290835494,3.2364635353998273e-06,11,9,hbr,True,S11_D9 hbr
constant_run1,19.0,1.7604080939198675e-13,0.03555404278004718,7.961080676017688e-07,-2.262812800132511,-1.8014435256580409e-06,11,9,hbr,True,S11_D9 hbr
constant_run2,19.0,1.7604080939198675e-13,0.009189366578817786,8.421525174928574e-07,2.899470868263077,2.4417966911049516e-06,11,9,hbr,True,S11_D9 hbr
constant_run3,19.0,1.7604080939198675e-13,0.0020057217688922635,8.400927032325506e-07,-3.578143898766052,-3.0059725804694305e-06,11,9,hbr,True,S11_D9 hbr
constant_run4,19.0,1.7604080939198675e-13,0.09265692053771522,8.577404945309513e-07,1.7706796925836041,1.5187836751725734e-06,11,9,hbr,False,S11_D9 hbr
control,19.0,1.7604080939198675e-13,0.09975523435955355,6.064354392238281e-07,-1.7304745780996458,-1.0494211108355273e-06,11,9,hbr,False,S11_D9 hbr
drift_1_run1,19.0,1.7604080939198675e-13,0.6812821628133919,2.9007840395359506e-05,0.41709725468926356,1.2099090593368772e-05,11,9,hbr,False,S11_D9 hbr
drift_1_run2,19.0,1.7604080939198675e-13,0.3648224988158906,3.157928787594582e-05,0.928444988817865,2.9319631578858658e-05,11,9,hbr,False,S11_D9 hbr
drift_1_run3,19.0,1.7604080939198675e-13,0.0014387802809952529,3.1617715216228885e-05,3.724012044603177,0.00011774475228806952,11,9,hbr,True,S11_D9 hbr
drift_1_run4,19.0,1.7604080939198675e-13,0.05753120044100655,3.2921694999434765e-05,2.0216027766362963,6.655459002243059e-05,11,9,hbr,False,S11_D9 hbr
drift_2_run1,19.0,1.7604080939198675e-13,0.026048071003161154,2.666113962831289e-05,-2.4137599586744076,-6.435359128744914e-05,11,9,hbr,True,S11_D9 hbr
drift_2_run2,19.0,1.7604080939198675e-13,0.00409517318432558,2.9948557717029845e-05,3.262693609355981,9.771296787278202e-05,11,9,hbr,True,S11_D9 hbr
drift_2_run3,19.0,1.7604080939198675e-13,0.0006800688284511254,2.9999846901741683e-05,-4.052203516458209,-0.00012156548510844555,11,9,hbr,True,S11_D9 hbr
drift_2_run4,19.0,1.7604080939198675e-13,0.7815367082426908,3.174080026068231e-05,0.2812791643096638,8.92802577184468e-06,11,9,hbr,False,S11_D9 hbr
drift_3_run1,19.0,1.7604080939198675e-13,0.4139794153811146,2.7679774801227873e-05,-0.835209352374486,-2.311840678560515e-05,11,9,hbr,False,S11_D9 hbr
drift_3_run2,19.0,1.7604080939198675e-13,0.0002977068709036535,2.9834129994754526e-05,4.414547269627858,0.00013170417711006618,11,9,hbr,True,S11_D9 hbr
drift_3_run3,19.0,1.7604080939198675e-13,0.0005366245156111899,2.9923569246531803e-05,4.155957791961841,0.00012436109077343358,11,9,hbr,True,S11_D9 hbr
drift_3_run4,19.0,1.7604080939198675e-13,0.9874160241877931,3.10452983110558e-05,-0.015981187385553895,-4.961407297494026e-07,11,9,hbr,False,S11_D9 hbr
arith,19.0,1.86447665555884e-11,9.01082725746462e-06,6.239439232462858e-06,-5.9983455537374635,-3.7426312577858674e-05,13,9,hbo,True,S13_D9 hbo
arith1,19.0,1.86447665555884e-11,0.047258373596664495,6.237929130832405e-06,2.1214599810118537,1.3233517015449005e-05,13,9,hbo,True,S13_D9 hbo
constant_run1,19.0,1.86447665555884e-11,0.25551508558156205,8.193016353074196e-06,-1.1724310910498899,-9.605747101824369e-06,13,9,hbo,False,S13_D9 hbo
constant_run2,19.0,1.86447665555884e-11,0.016519265874392095,8.666875300468636e-06,2.629256225875908,2.278743584264729e-05,13,9,hbo,True,S13_D9 hbo
constant_run3,19.0,1.86447665555884e-11,0.205754084850226,8.645677057911154e-06,-1.3101805297651807,-1.1327397747912706e-05,13,9,hbo,False,S13_D9 hbo
constant_run4,19.0,1.86447665555884e-11,0.006817476595545166,8.827296424160014e-06,3.0346462131762877,2.6787721666161772e-05,13,9,hbo,True,S13_D9 hbo
control,19.0,1.86447665555884e-11,0.0005604966189127304,6.24103142882598e-06,-4.136889261680708,-2.5818455899722005e-05,13,9,hbo,True,S13_D9 hbo
drift_1_run1,19.0,1.86447665555884e-11,0.14370665439862979,0.0002985294589998182,-1.5251043828311435,-0.00045528858632483285,13,9,hbo,False,S13_D9 hbo
drift_1_run2,19.0,1.86447665555884e-11,0.7901988182721043,0.00032499309140965045,0.26983144344418136,8.769335496445276e-05,13,9,hbo,False,S13_D9 hbo
drift_1_run3,19.0,1.86447665555884e-11,0.05112643545980691,0.0003253885601156676,2.0817484397582735,0.0006773771273359822,13,9,hbo,False,S13_D9 hbo
drift_1_run4,19.0,1.86447665555884e-11,0.08450776470918027,0.00033880825540913125,1.820273958049159,0.0006167238440933097,13,9,hbo,False,S13_D9 hbo
drift_2_run1,19.0,1.86447665555884e-11,0.00215969519682926,0.00027437877074199955,-3.5456058281737346,-0.0009728389686699786,13,9,hbo,True,S13_D9 hbo
drift_2_run2,19.0,1.86447665555884e-11,0.43138197883792084,0.0003082106979091073,0.8039290504728461,0.00024777953371564183,13,9,hbo,False,S13_D9 hbo
drift_2_run3,19.0,1.86447665555884e-11,0.00659105227261061,0.0003087385321896288,-3.049856542154143,-0.000941608232213607,13,9,hbo,True,S13_D9 hbo
drift_2_run4,19.0,1.86447665555884e-11,0.19058428064670463,0.00032665526977867056,1.3573222589865956,0.00044337646868586095,13,9,hbo,False,S13_D9 hbo
drift_3_run1,19.0,1.86447665555884e-11,0.005328874162510796,0.00028486188851098535,-3.145244931497174,-0.0008959604110158897,13,9,hbo,True,S13_D9 hbo
drift_3_run2,19.0,1.86447665555884e-11,0.12514282036975222,0.00030703308366551485,1.6042941394434926,0.000492571376739849,13,9,hbo,False,S13_D9 hbo
drift_3_run3,19.0,1.86447665555884e-11,0.7229911834733227,0.0003079535331399504,-0.35976433638693006,-0.00011079069848810473,13,9,hbo,False,S13_D9 hbo
drift_3_run4,19.0,1.86447665555884e-11,0.01222987116122609,0.0003194976248824812,2.768649361060828,0.0008845768949913335,13,9,hbo,True,S13_D9 hbo
arith,19.0,5.837786608327041e-13,2.3526636678639898e-05,1.1040562288718196e-06,-5.552003046940106,-6.129723546689545e-06,13,9,hbr,True,S13_D9 hbr
arith1,19.0,5.837786608327041e-13,0.002501569998240541,1.103789019424109e-06,3.4808740418709583,3.84215054541558e-06,13,9,hbr,True,S13_D9 hbr
constant_run1,19.0,5.837786608327041e-13,0.11990258565457246,1.449737773035374e-06,-1.6284290331797602,-2.3607950801081727e-06,13,9,hbr,False,S13_D9 hbr
constant_run2,19.0,5.837786608327041e-13,0.9794263856576175,1.5335861611654348e-06,0.026129693924037873,4.007213699739303e-08,13,9,hbr,False,S13_D9 hbr
constant_run3,19.0,5.837786608327041e-13,0.10743913376920576,1.5298351747602856e-06,-1.6896406727961382,-2.5848717339491664e-06,13,9,hbr,False,S13_D9 hbr
constant_run4,19.0,5.837786608327041e-13,0.9676424440188145,1.561972356503725e-06,0.04110324665788161,6.42021350421652e-08,13,9,hbr,False,S13_D9 hbr
control,19.0,5.837786608327041e-13,0.5724821932092441,1.104337964817439e-06,-0.5743300164780607,-6.342544415309477e-07,13,9,hbr,False,S13_D9 hbr
drift_1_run1,19.0,5.837786608327041e-13,0.193174649114151,5.28241876282182e-05,1.349067096074544,7.126337340609718e-05,13,9,hbr,False,S13_D9 hbr
drift_1_run2,19.0,5.837786608327041e-13,0.1165220916706846,5.750687418258612e-05,-1.6444761125109373,-9.45686808984348e-05,13,9,hbr,False,S13_D9 hbr
drift_1_run3,19.0,5.837786608327041e-13,0.01794776315665384,5.757685157509447e-05,2.5904313776376657,0.00014914888294571138,13,9,hbr,True,S13_D9 hbr
drift_1_run4,19.0,5.837786608327041e-13,0.6859639415192609,5.995143967929853e-05,-0.4105936277895387,-2.4615679109128884e-05,13,9,hbr,False,S13_D9 hbr
drift_2_run1,19.0,5.837786608327041e-13,0.1917708372448705,4.855077189177527e-05,-1.3535298661405235,-6.571491977969367e-05,13,9,hbr,False,S13_D9 hbr
drift_2_run2,19.0,5.837786608327041e-13,0.0018095480318416834,5.453726339076198e-05,-3.623382308179114,-0.00019760935530659148,13,9,hbr,True,S13_D9 hbr
drift_2_run3,19.0,5.837786608327041e-13,0.027891496822508924,5.463066260558081e-05,-2.380871502426523,-0.00013006858775630565,13,9,hbr,True,S13_D9 hbr
drift_2_run4,19.0,5.837786608327041e-13,0.0069982128989831485,5.7800993303462345e-05,-3.022852494250622,-0.00017472387677753466,13,9,hbr,True,S13_D9 hbr
drift_3_run1,19.0,5.837786608327041e-13,0.02214419573105825,5.040573850650374e-05,2.4912654559649194,0.00012557407512365354,13,9,hbr,True,S13_D9 hbr
drift_3_run2,19.0,5.837786608327041e-13,0.0033499987566277356,5.432888691774788e-05,-3.351827266389786,-0.0001821010445235147,13,9,hbr,True,S13_D9 hbr
drift_3_run3,19.0,5.837786608327041e-13,0.3896901127745733,5.449175860184492e-05,0.8803112070326827,4.796970578812367e-05,13,9,hbr,False,S13_D9 hbr
drift_3_run4,19.0,5.837786608327041e-13,0.01590986790520076,5.653446242828766e-05,-2.6467960697009714,-0.000149635192957849,13,9,hbr,True,S13_D9 hbr
arith,19.0,1.9010345774603697e-11,1.2281479958608215e-06,6.300312516297033e-06,-6.965773182774235,-4.3886547969118736e-05,11,10,hbo,True,S11_D10 hbo
arith1,19.0,1.9010345774603697e-11,0.15869938460250696,6.298787681796887e-06,1.4671279576736613,9.241127507414683e-06,11,10,hbo,False,S11_D10 hbo
constant_run1,19.0,1.9010345774603697e-11,0.7706922660777102,8.272949146925905e-06,-0.29566589844285857,-2.446028942297928e-06,11,10,hbo,False,S11_D10 hbo
constant_run2,19.0,1.9010345774603697e-11,0.016700430269536257,8.751431162055667e-06,2.624160140890145,2.2965156831210404e-05,11,10,hbo,True,S11_D10 hbo
constant_run3,19.0,1.9010345774603697e-11,0.5780044154435977,8.730026104977215e-06,0.5660206507514589,4.941375057016428e-06,11,10,hbo,False,S11_D10 hbo
constant_run4,19.0,1.9010345774603697e-11,0.0010241168411821316,8.913417388031343e-06,3.8729710166097635,3.452140720279089e-05,11,10,hbo,True,S11_D10 hbo
control,19.0,1.9010345774603697e-11,3.641203847359697e-06,6.301920246463357e-06,-6.4307957561627,-4.052636197663236e-05,11,10,hbo,True,S11_D10 hbo
