Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name
drift_3_run4,19.0,2.9673436261815216e-13,0.02833196083544994,4.030631362120534e-05,2.373313410929248,9.565951466232683e-05,5,3,hbr,True,S5_D3 hbr
arith,19.0,1.1591031587094124e-11,4.540059232056428e-05,4.919581152316645e-06,-5.252226575012379,-2.5838754866127504e-05,3,4,hbo,True,S3_D4 hbo
arith1,19.0,1.1591031587094124e-11,0.8027219248649526,4.9183904896236576e-06,-0.2533459637139524,-1.2460543785152437e-06,3,4,hbo,False,S3_D4 hbo
constant_run1,19.0,1.1591031587094124e-11,0.16901024837357784,6.459908868332071e-06,-1.4298091428613338,-9.236436761992207e-06,3,4,hbo,False,S3_D4 hbo
constant_run2,19.0,1.1591031587094124e-11,0.01676508380197229,6.833530192237186e-06,2.622354137845815,1.791993617570749e-05,3,4,hbo,True,S3_D4 hbo
constant_run3,19.0,1.1591031587094124e-11,0.9423309591396063,6.81681611415058e-06,0.07330332219092392,4.99695267931862e-07,3,4,hbo,False,S3_D4 hbo
constant_run4,19.0,1.1591031587094124e-11,0.015864242159208074,6.960016677182732e-06,2.6481348038197594,1.8431062398013548e-05,3,4,hbo,True,S3_D4 hbo
control,19.0,1.1591031587094124e-11,0.008586516559152992,4.9208365438553666e-06,-2.9303142601364645,-1.4419597496260016e-05,3,4,hbo,True,S3_D4 hbo
drift_1_run1,19.0,1.1591031587094124e-11,0.1406195356367145,0.00023538011112692292,-1.5376581189336016,-0.00036193413890980646,3,4,hbo,False,S3_D4 hbo
drift_1_run2,19.0,1.1591031587094124e-11,0.7858740011831534,0.00025624576625629545,0.275542327419753,7.060655482571764e-05,3,4,hbo,False,S3_D4 hbo
drift_1_run3,19.0,1.1591031587094124e-11,0.8677192773465249,0.0002565575795972012,0.16882414238621063,4.3313113348179465e-05,3,4,hbo,False,S3_D4 hbo
drift_1_run4,19.0,1.1591031587094124e-11,0.12241788190994594,0.00026713854329856525,1.6167355739665252,0.00043189238612838737,3,4,hbo,False,S3_D4 hbo
drift_2_run1,19.0,1.1591031587094124e-11,0.0003284337833637041,0.00021633813213777235,-4.371361249846387,-0.0009456921276912054,3,4,hbo,True,S3_D4 hbo
drift_2_run2,19.0,1.1591031587094124e-11,0.5401093289459084,0.0002430134317980201,0.6239047207666253,0.00015161722730848307,3,4,hbo,False,S3_D4 hbo
drift_2_run3,19.0,1.1591031587094124e-11,0.15012095217120008,0.0002434296107976471,-1.4997184174010112,-0.0003650758706539914,3,4,hbo,False,S3_D4 hbo
drift_2_run4,19.0,1.1591031587094124e-11,0.21800055793541673,0.00025755633617634125,1.2740770508567403,0.00032814661722502003,3,4,hbo,False,S3_D4 hbo
drift_3_run1,19.0,1.1591031587094124e-11,0.04030975557328009,0.00022460370644218964,-2.20087704072647,-0.0004943251407706831,3,4,hbo,True,S3_D4 hbo
drift_3_run2,19.0,1.1591031587094124e-11,0.8364535922218184,0.00024208492386299042,0.20928466507400265,5.066466221013138e-05,3,4,hbo,False,S3_D4 hbo
drift_3_run3,19.0,1.1591031587094124e-11,0.08665262233624968,0.00024281066630832643,-1.8068299822998701,-0.00043871759190809316,3,4,hbo,False,S3_D4 hbo
drift_3_run4,19.0,1.1591031587094124e-11,0.01831897658426941,0.00025191278174550993,2.5808212909488915,0.0006501418705909732,3,4,hbo,True,S3_D4 hbo
arith,19.0,4.213385969181031e-13,7.250224970461459e-05,9.379565200402034e-07,-5.041297067383544,-4.7285174538119525e-06,3,4,hbr,True,S3_D4 hbr
arith1,19.0,4.213385969181031e-13,0.0007866006084077802,9.377295109104667e-07,3.988492036017768,3.7401266862052327e-06,3,4,hbr,True,S3_D4 hbr
constant_run1,19.0,4.213385969181031e-13,0.8305303574701766,1.2316320138482408e-06,0.2169884277825618,2.6724989429160014e-07,3,4,hbr,False,S3_D4 hbr
constant_run2,19.0,4.213385969181031e-13,4.431042922651102e-05,1.3028658335440153e-06,-5.263233041400549,-6.85728650362073e-06,3,4,hbr,True,S3_D4 hbr
constant_run3,19.0,4.213385969181031e-13,0.24518934108513163,1.299679164184895e-06,1.1992082911561714,1.5585860295334493e-06,3,4,hbr,False,S3_D4 hbr
constant_run4,19.0,4.213385969181031e-13,0.023203010663739525,1.3269814685093568e-06,-2.469052328206602,-3.2763866843100433e-06,3,4,hbr,True,S3_D4 hbr
control,19.0,4.213385969181031e-13,5.506402400006713e-06,9.381958702292724e-07,6.231971229803507,5.8468096711892895e-06,3,4,hbr,True,S3_D4 hbr
drift_1_run1,19.0,4.213385969181031e-13,0.19247671024599924,4.4877054180785446e-05,1.3512826391279769,6.064158420970096e-05,3,4,hbr,False,S3_D4 hbr
drift_1_run2,19.0,4.213385969181031e-13,0.9628511482272841,4.885525408593168e-05,0.04719399832667284,2.3056747795806363e-06,3,4,hbr,False,S3_D4 hbr
drift_1_run3,19.0,4.213385969181031e-13,0.024781747647089333,4.8914703731558595e-05,2.43763526555892,0.00011923620682041372,3,4,hbr,True,S3_D4 hbr
drift_1_run4,19.0,4.213385969181031e-13,0.20089430129196606,5.093204699406981e-05,-1.3249750747699827,-6.748369277415592e-05,3,4,hbr,False,S3_D4 hbr
drift_2_run1,19.0,4.213385969181031e-13,0.015846482221664543,4.124655235667553e-05,2.6486568976635123,0.00010924796540434786,3,4,hbr,True,S3_D4 hbr
drift_2_run2,19.0,4.213385969181031e-13,1.2419237184697186e-07,4.6332406307590325e-05,-8.162369113135325,-0.0003781822021823116,3,4,hbr,True,S3_D4 hbr
drift_2_run3,19.0,4.213385969181031e-13,0.000616610272006759,4.6411754080117705e-05,4.09509760356614,0.00019006066291079105,3,4,hbr,True,S3_D4 hbr
drift_2_run4,19.0,4.213385969181031e-13,0.0018335403821803063,4.910512446379844e-05,-3.617595621654047,-0.00017764248326101426,3,4,hbr,True,S3_D4 hbr
drift_3_run1,19.0,4.213385969181031e-13,0.05306899702201526,4.2822448570330665e-05,-2.0628205637484096,-8.833502750093678e-05,3,4,hbr,False,S3_D4 hbr
drift_3_run2,19.0,4.213385969181031e-13,0.066219037455475,4.615537902729838e-05,-1.9489738588400052,-8.995562716905676e-05,3,4,hbr,False,S3_D4 hbr
drift_3_run3,19.0,4.213385969181031e-13,3.44736802396963e-06,4.629374748538394e-05,-6.4572809927787755,-0.00029893173572186993,3,4,hbr,True,S3_D4 hbr
drift_3_run4,19.0,4.213385969181031e-13,0.004102610199707396,4.8029136791126885e-05,-3.261886768145827,-0.00015666560578444271,3,4,hbr,True,S3_D4 hbr
arith,19.0,9.148228962562675e-12,3.924461480017662e-06,4.370545009616853e-06,-6.394597335686255,-2.7947875473992782e-05,4,4,hbo,True,S4_D4 hbo
arith1,19.0,9.148228962562675e-12,0.5648785790428024,4.3694872275151135e-06,-0.5858389618948551,-2.5598158613802825e-06,4,4,hbo,False,S4_D4 hbo
constant_run1,19.0,9.148228962562675e-12,0.25356852807904007,5.738968744071481e-06,-1.1774157949655708,-6.757152446083486e-06,4,4,hbo,False,S4_D4 hbo
constant_run2,19.0,9.148228962562675e-12,0.11919189881187411,6.070893101475564e-06,1.6317705357949222,9.906304488948478e-06,4,4,hbo,False,S4_D4 hbo
constant_run3,19.0,9.148228962562675e-12,0.508714657447308,6.056044351488512e-06,-0.6735406344035738,-4.0789919544777525e-06,4,4,hbo,False,S4_D4 hbo
constant_run4,19.0,9.148228962562675e-12,0.05285235058539151,6.183263414810554e-06,2.064900234003317,1.2767822072146462e-05,4,4,hbo,False,S4_D4 hbo
control,19.0,9.148228962562675e-12,0.6192614123045134,4.371660296681909e-06,0.5051519930661805,2.2083529118771563e-06,4,4,hbo,False,S4_D4 hbo
drift_1_run1,19.0,9.148228962562675e-12,0.027022515435086387,0.00020911116987355657,-2.396114240017773,-0.0005010542518808044,4,4,hbo,True,S4_D4 hbo
drift_1_run2,19.0,9.148228962562675e-12,0.8781215139563306,0.00022764817171874857,0.15543028195301917,3.5383419516334415e-05,4,4,hbo,False,S4_D4 hbo
drift_1_run3,19.0,9.148228962562675e-12,0.025640005532434142,0.0002279251860008254,2.4213329957444527,0.0005518827734249901,4,4,hbo,True,S4_D4 hbo
drift_1_run4,19.0,9.148228962562675e-12,0.0791987439035145,0.00023732529073944872,1.8548809476534045,0.00044021016018890843,4,4,hbo,False,S4_D4 hbo
drift_2_run1,19.0,9.148228962562675e-12,0.0018805386419338643,0.0001921943178758879,-3.6064743962017434,-0.0006931438865148487,4,4,hbo,True,S4_D4 hbo
drift_2_run2,19.0,9.148228962562675e-12,0.6879856517369423,0.00021589259506666651,-0.40779080616824037,-8.803901538798941e-05,4,4,hbo,False,S4_D4 hbo
drift_2_run3,19.0,9.148228962562675e-12,0.06242446813899678,0.00021626232756900986,-1.9795803319235015,-0.00042810865019160955,4,4,hbo,False,S4_D4 hbo
drift_2_run4,19.0,9.148228962562675e-12,0.9838952738788852,0.00022881247913567428,-0.02045299562702155,-4.679900635169906e-06,4,4,hbo,False,S4_D4 hbo
drift_3_run1,19.0,9.148228962562675e-12,0.0010266351857590947,0.0001995374357977819,-3.8718955531007513,-0.0007725881103425584,4,4,hbo,True,S4_D4 hbo
drift_3_run2,19.0,9.148228962562675e-12,0.963868562975686,0.00021506771067179834,0.04590050263667999,9.871716020755608e-06,4,4,hbo,False,S4_D4 hbo
drift_3_run3,19.0,9.148228962562675e-12,0.17127064942808942,0.00021571245865430427,-1.4218761361210204,-0.00030671639722454753,4,4,hbo,False,S4_D4 hbo
drift_3_run4,19.0,9.148228962562675e-12,0.32938442676747426,0.00022379875786744072,1.0010448593758923,0.00022403259609791158,4,4,hbo,False,S4_D4 hbo
arith,19.0,1.1753560035124343e-12,0.5438551321469021,1.5665771919968916e-06,0.6180892907030545,9.682845854329416e-07,4,4,hbr,False,S4_D4 hbr
arith1,19.0,1.1753560035124343e-12,0.9958463275979299,1.566198040812991e-06,-0.005274800892060319,-8.26138282282349e-09,4,4,hbr,False,S4_D4 hbr
constant_run1,19.0,1.1753560035124343e-12,0.6534762971293905,2.0570746944060393e-06,0.4561171357002175,9.382670175338829e-07,4,4,hbr,False,S4_D4 hbr
constant_run2,19.0,1.1753560035124343e-12,0.7053024021230287,2.176049588071085e-06,-0.383917201545523,-8.35422868276539e-07,4,4,hbr,False,S4_D4 hbr
constant_run3,19.0,1.1753560035124343e-12,0.02421552863706227,2.1707272053915348e-06,-2.448681855632167,-5.315420321369371e-06,4,4,hbr,True,S4_D4 hbr
constant_run4,19.0,1.1753560035124343e-12,0.0014049608053363545,2.216327578468345e-06,-3.734442262785005,-8.276747377208137e-06,4,4,hbr,True,S4_D4 hbr
control,19.0,1.1753560035124343e-12,0.0003404402908529662,1.5669769552471961e-06,4.355584346416632,6.825100297470282e-06,4,4,hbr,True,S4_D4 hbr
drift_1_run1,19.0,1.1753560035124343e-12,0.006133378472602409,7.495376173792558e-05,-3.0822143442946874,-0.00023102355958748053,4,4,hbr,True,S4_D4 hbr
drift_1_run2,19.0,1.1753560035124343e-12,0.004938037770824149,8.159816060231981e-05,-3.179294194809188,-0.0002594245583100632,4,4,hbr,True,S4_D4 hbr
drift_1_run3,19.0,1.1753560035124343e-12,0.5776926928891084,8.169745354066138e-05,0.5664886228748554,4.6280677948631747e-05,4,4,hbr,False,S4_D4 hbr
drift_1_run4,19.0,1.1753560035124343e-12,0.00689552459111649,8.50668250157306e-05,-3.0295165599782314,-0.00025771135508992636,4,4,hbr,True,S4_D4 hbr
drift_2_run1,19.0,1.1753560035124343e-12,0.0903078492544992,6.889008902854464e-05,1.7845732697646357,0.00012293941143204677,4,4,hbr,False,S4_D4 hbr
drift_2_run2,19.0,1.1753560035124343e-12,0.436012446802829,7.738449429264887e-05,0.7957403066764853,6.157796122043715e-05,4,4,hbr,False,S4_D4 hbr
drift_2_run3,19.0,1.1753560035124343e-12,0.1432917816580723,7.75170211294705e-05,-1.5267783736596452,-0.00011835131145099331,4,4,hbr,False,S4_D4 hbr
drift_2_run4,19.0,1.1753560035124343e-12,3.332902662446508e-06,8.201549469676687e-05,-6.47365233985876,-0.0005309397991483986,4,4,hbr,True,S4_D4 hbr
drift_3_run1,19.0,1.1753560035124343e-12,0.22077114762736263,7.152215460143556e-05,-1.2661291351886999,-9.05562837523481e-05,4,4,hbr,False,S4_D4 hbr
drift_3_run2,19.0,1.1753560035124343e-12,0.8872418915174857,7.7088822911576e-05,-0.1437110910574339,-1.1078518848955897e-05,4,4,hbr,False,S4_D4 hbr
drift_3_run3,19.0,1.1753560035124343e-12,0.02215461653339613,7.731992623662066e-05,2.491042021684975,0.00019260718536900465,4,4,hbr,True,S4_D4 hbr
drift_3_run4,19.0,1.1753560035124343e-12,5.562800454282248e-10,8.02183775480905e-05,-11.46652751485552,-0.0009198262333522479,4,4,hbr,True,S4_D4 hbr
arith,19.0,1.4212418369397759e-11,0.02174570353066951,5.447548129531582e-06,-2.4998845352445422,-1.3618241324016335e-05,5,4,hbo,True,S5_D4 hbo
arith1,19.0,1.4212418369397759e-11,0.03155489134993223,5.446229685516682e-06,2.3211149971725384,1.264132540109905e-05,5,4,hbo,True,S5_D4 hbo
constant_run1,19.0,1.4212418369397759e-11,0.06346295441911678,7.1531830420269565e-06,-1.971042649489183,-1.4099228855437907e-05,5,4,hbo,False,S5_D4 hbo
constant_run2,19.0,1.4212418369397759e-11,0.2505493323213518,7.566901218671727e-06,1.185204561058001,8.968325837445077e-06,5,4,hbo,False,S5_D4 hbo
constant_run3,19.0,1.4212418369397759e-11,0.11889755542586618,7.548393394123562e-06,-1.63315941736185,-1.2327729757564874e-05,5,4,hbo,False,S5_D4 hbo
constant_run4,19.0,1.4212418369397759e-11,0.03496084072489634,7.706962169623142e-06,2.2710661442725306,1.7503020858620286e-05,5,4,hbo,True,S5_D4 hbo
control,19.0,1.4212418369397759e-11,0.1144103551084681,5.448938249059415e-06,-1.6547019603385966,-9.016368802482573e-06,5,4,hbo,False,S5_D4 hbo
drift_1_run1,19.0,1.4212418369397759e-11,0.005116082929475463,0.0002606409863763691,-3.1634689020326503,-0.0008245296549967594,5,4,hbo,True,S5_D4 hbo
drift_1_run2,19.0,1.4212418369397759e-11,0.03947583766632004,0.00028374593312939473,2.211234995370804,0.0006274289371298616,5,4,hbo,True,S5_D4 hbo
drift_1_run3,19.0,1.4212418369397759e-11,0.07831890934972784,0.0002840912101213627,1.860811661233893,0.0005286402366478798,5,4,hbo,False,S5_D4 hbo
drift_1_run4,19.0,1.4212418369397759e-11,0.02651613190809054,0.00029580771753030425,2.4052086308710656,0.000711479275282158,5,4,hbo,True,S5_D4 hbo
drift_2_run1,19.0,1.4212418369397759e-11,0.003915645840568089,0.0002395554317705509,-3.2826186851173365,-0.0007863691364513616,5,4,hbo,True,S5_D4 hbo
drift_2_run2,19.0,1.4212418369397759e-11,0.036060115058436315,0.00026909351118620354,2.2558713582751166,0.0006070403445826413,5,4,hbo,True,S5_D4 hbo
drift_2_run3,19.0,1.4212418369397759e-11,0.026381919777918872,0.0002695543543069438,-2.4076461542178627,-0.0006489915044997923,5,4,hbo,True,S5_D4 hbo
drift_2_run4,19.0,1.4212418369397759e-11,0.01137626418611137,0.0002851971527547085,2.8019087196718906,0.000799096389129014,5,4,hbo,True,S5_D4 hbo
drift_3_run1,19.0,1.4212418369397759e-11,0.0064586988425551755,0.00024870806335593074,-3.0589840199016503,-0.0007607939914264793,5,4,hbo,True,S5_D4 hbo
drift_3_run2,19.0,1.4212418369397759e-11,0.00061598182121383,0.0002680653562461546,4.095544181313436,0.0010978735099856517,5,4,hbo,True,S5_D4 hbo
drift_3_run3,19.0,1.4212418369397759e-11,0.1824338004538405,0.00026886898500604403,-1.3838936077756823,-0.0003720860696790001,5,4,hbo,False,S5_D4 hbo
drift_3_run4,19.0,1.4212418369397759e-11,0.006223132326185148,0.0002789479348982031,3.0756879082261936,0.0008579567903910708,5,4,hbo,True,S5_D4 hbo
arith,19.0,2.3613134748796425e-12,0.00195656416302817,2.2204648723026044e-06,3.5890543844922673,7.969369185548726e-06,5,4,hbr,True,S5_D4 hbr
arith1,19.0,2.3613134748796425e-12,0.4027970487070359,2.2199274638113766e-06,-0.8557542246183147,-1.8997123055028064e-06,5,4,hbr,False,S5_D4 hbr
constant_run1,19.0,2.3613134748796425e-12,0.2898657307316742,2.915695518845706e-06,-1.0887874506019986,-3.174572690695688e-06,5,4,hbr,False,S5_D4 hbr
constant_run2,19.0,2.3613134748796425e-12,0.361863726990726,3.0843304086033094e-06,-0.934316811634059,-2.881741753392218e-06,5,4,hbr,False,S5_D4 hbr
constant_run3,19.0,2.3613134748796425e-12,0.228043116744237,3.076786468963904e-06,1.2456292089007734,3.832535095292112e-06,5,4,hbr,False,S5_D4 hbr
constant_run4,19.0,2.3613134748796425e-12,0.621847496650831,3.14142039003605e-06,-0.5014028873438519,-1.5751172539249246e-06,5,4,hbr,False,S5_D4 hbr
control,19.0,2.3613134748796425e-12,0.24052685754375577,2.22103149631518e-06,1.2115796178329084,2.6909564915003982e-06,5,4,hbr,False,S5_D4 hbr
drift_1_run1,19.0,2.3613134748796425e-12,0.019066987080865145,0.00010623938343814022,2.562002917879802,0.00027218561036226635,5,4,hbr,True,S5_D4 hbr
drift_1_run2,19.0,2.3613134748796425e-12,0.010047345554263483,0.00011565714743427529,2.858777787294015,0.0003306380840268952,5,4,hbr,True,S5_D4 hbr
drift_1_run3,19.0,2.3613134748796425e-12,0.011254981283842017,0.00011579788514115722,2.8068270508757127,0.0003250246364483988,5,4,hbr,True,S5_D4 hbr
drift_1_run4,19.0,2.3613134748796425e-12,0.3024619006383161,0.00012057362874341981,1.0599379785791794,0.00012780056832025684,5,4,hbr,False,S5_D4 hbr
drift_2_run1,19.0,2.3613134748796425e-12,0.5037793300712663,9.764474008631294e-05,-0.681497914355687,-6.654468671662541e-05,5,4,hbr,False,S5_D4 hbr
drift_2_run2,19.0,2.3613134748796425e-12,0.5619108227889513,0.0001096847012171164,0.5903527777472065,6.475266803989707e-05,5,4,hbr,False,S5_D4 hbr
drift_2_run3,19.0,2.3613134748796425e-12,0.0022769411770489816,0.0001098725446169202,3.5223321229150533,0.00038700759333059546,5,4,hbr,True,S5_D4 hbr
drift_2_run4,19.0,2.3613134748796425e-12,0.12764908578167888,0.0001162486763429483,1.59305089899402,0.00018519005835499866,5,4,hbr,False,S5_D4 hbr
drift_3_run1,19.0,2.3613134748796425e-12,0.001992640729793956,0.00010137542707451781,3.5810211618814085,0.00036302754964861377,5,4,hbr,True,S5_D4 hbr
drift_3_run2,19.0,2.3613134748796425e-12,0.719270376063746,0.00010926561691104356,0.3648261780446532,3.986295740934725e-05,5,4,hbr,False,S5_D4 hbr
drift_3_run3,19.0,2.3613134748796425e-12,0.00012326106655551845,0.00010959318252208114,4.804326249390808,0.0005265214035451123,5,4,hbr,True,S5_D4 hbr
drift_3_run4,19.0,2.3613134748796425e-12,0.8921986229249845,0.00011370144437733926,0.13735076120832407,1.5616979935713467e-05,5,4,hbr,False,S5_D4 hbr
arith,19.0,4.618786245331105e-12,3.838157467853959e-10,3.1054963005974626e-06,-11.72329301995976,-3.640664310430509e-05,7,5,hbo,True,S7_D5 hbo
arith1,19.0,4.618786245331105e-12,1.9605429449428e-08,3.1047446921832806e-06,-9.206167495046564,-2.8582799665596065e-05,7,5,hbo,True,S7_D5 hbo
constant_run1,19.0,4.618786245331105e-12,0.006604566698394736,4.077831520952775e-06,3.0489345749652985,1.2433041515116246e-05,7,5,hbo,True,S7_D5 hbo
constant_run2,19.0,4.618786245331105e-12,0.00021883064045009415,4.313680794150612e-06,4.550141920454908,1.962785981292592e-05,7,5,hbo,True,S7_D5 hbo
constant_run3,19.0,4.618786245331105e-12,0.05682741031037948,4.303129996011749e-06,-2.0279084036373183,-8.726353480856045e-06,7,5,hbo,False,S7_D5 hbo
constant_run4,19.0,4.618786245331105e-12,0.0022879756642780677,4.393525662831963e-06,3.520203049521519,1.546610243645213e-05,7,5,hbo,True,S7_D5 hbo
control,19.0,4.618786245331105e-12,0.08759850410437937,3.1062887692362744e-06,-1.8009932320490307,-5.594405050184444e-06,7,5,hbo,False,S7_D5 hbo
drift_1_run1,19.0,4.618786245331105e-12,0.20627959040881166,0.00014858420701011546,-1.30859725104794,-0.00019443688484257514,7,5,hbo,False,S7_D5 hbo
drift_1_run2,19.0,4.618786245331105e-12,0.6133124331977415,0.0001617556971853096,0.5138045521532391,8.311081355053294e-05,7,5,hbo,False,S7_D5 hbo
drift_1_run3,19.0,4.618786245331105e-12,0.8132461862506136,0.0001619525300348305,-0.2395476074362059,-3.879534108808392e-05,7,5,hbo,False,S7_D5 hbo
drift_1_run4,19.0,4.618786245331105e-12,0.08708693867608577,0.00016863178638084456,1.8041430878655682,0.0003042358717934238,7,5,hbo,False,S7_D5 hbo
drift_2_run1,19.0,4.618786245331105e-12,0.01740393374620109,0.00013656391636423092,-2.604855100158907,-0.0003557292140390413,7,5,hbo,True,S7_D5 hbo
drift_2_run2,19.0,4.618786245331105e-12,0.9463119974941896,0.00015340275728328325,-0.06823442865508052,-1.0467349497338825e-05,7,5,hbo,False,S7_D5 hbo
drift_2_run3,19.0,4.618786245331105e-12,6.844654901614605e-10,0.00015366547118182713,-11.324933143362138,-0.0017402511875774334,7,5,hbo,True,S7_D5 hbo
drift_2_run4,19.0,4.618786245331105e-12,0.002161594185391595,0.00016258299729732421,-3.5452190189032518,-0.0005763923341687698,7,5,hbo,True,S7_D5 hbo
drift_3_run1,19.0,4.618786245331105e-12,0.004870668290850097,0.00014178157811834058,-3.1854278053619005,-0.0004516349812262525,7,5,hbo,True,S7_D5 hbo
drift_3_run2,19.0,4.618786245331105e-12,0.978538672760694,0.00015281663463014798,0.027257429112091277,4.1653885855796115e-06,7,5,hbo,False,S7_D5 hbo
drift_3_run3,19.0,4.618786245331105e-12,1.3140001017241378e-07,0.00015327476112697713,-8.131663742167795,-0.0012463788176456697,7,5,hbo,True,S7_D5 hbo
drift_3_run4,19.0,4.618786245331105e-12,0.9338484722245621,0.00015902049129030082,0.08411051410572568,1.3375295275772274e-05,7,5,hbo,False,S7_D5 hbo
arith,19.0,2.1651265689488069e-13,1.8740887240167416e-06,6.723706212962639e-07,-6.755488614728336,-4.542192077044729e-06,7,5,hbr,True,S7_D5 hbr
arith1,19.0,2.1651265689488069e-13,0.0002413404391075905,6.722078906511435e-07,-4.506964451639057,-3.029617067275978e-06,7,5,hbr,True,S7_D5 hbr
constant_run1,19.0,2.1651265689488069e-13,0.7882662608672091,8.828908000170574e-07,-0.2723822170007809,-2.4048375347823915e-07,7,5,hbr,False,S7_D5 hbr
constant_run2,19.0,2.1651265689488069e-13,0.5045120575438021,9.339544970891787e-07,0.680313735774786,6.353820729584007e-07,7,5,hbr,False,S7_D5 hbr
constant_run3,19.0,2.1651265689488069e-13,0.04494588050869805,9.316701450844976e-07,-2.1466344437094014,-1.9999552236141177e-06,7,5,hbr,True,S7_D5 hbr
constant_run4,19.0,2.1651265689488069e-13,0.5775028651474645,9.512416997666605e-07,0.5667736638622244,5.391387433952802e-07,7,5,hbr,False,S7_D5 hbr
control,19.0,2.1651265689488069e-13,0.000313242242498611,6.725421985835828e-07,4.3921783014592854,2.953925251434534e-06,7,5,hbr,True,S7_D5 hbr
drift_1_run1,19.0,2.1651265689488069e-13,0.35799288812242447,3.2169948347059265e-05,-0.9420479830343799,-3.0305634954667365e-05,7,5,hbr,False,S7_D5 hbr
drift_1_run2,19.0,2.1651265689488069e-13,0.06013195573372537,3.502170606153122e-05,-1.9988863023841636,-7.000440853251919e-05,7,5,hbr,False,S7_D5 hbr
drift_1_run3,19.0,2.1651265689488069e-13,0.07090164190327403,3.506432231752174e-05,1.9132857396148786,6.708806785937408e-05,7,5,hbr,False,S7_D5 hbr
drift_1_run4,19.0,2.1651265689488069e-13,0.24923727828324416,3.6510447285792505e-05,1.1886113991252716,4.3396733831055305e-05,7,5,hbr,False,S7_D5 hbr
drift_2_run1,19.0,2.1651265689488069e-13,0.005660513125596595,2.9567436700795144e-05,-3.118209710194362,-9.219746822597657e-05,7,5,hbr,True,S7_D5 hbr
drift_2_run2,19.0,2.1651265689488069e-13,0.014957148938923462,3.321321207282632e-05,-2.675538329748968,-8.8863221954928e-05,7,5,hbr,True,S7_D5 hbr
drift_2_run3,19.0,2.1651265689488069e-13,3.6346579607972194e-05,3.32700922266211e-05,-5.353163351425041,-0.00017810023840607924,7,5,hbr,True,S7_D5 hbr
drift_2_run4,19.0,2.1651265689488069e-13,0.002128902733489669,3.520082470682045e-05,-3.5519253848073267,-0.00012503070284230848,7,5,hbr,True,S7_D5 hbr
drift_3_run1,19.0,2.1651265689488069e-13,0.2001604042667726,3.069711200411124e-05,-1.32723368602043,-4.0742241115398545e-05,7,5,hbr,False,S7_D5 hbr
drift_3_run2,19.0,2.1651265689488069e-13,9.92398979175477e-05,3.3086310729434426e-05,-4.900865460703555,-0.0001621515574759906,7,5,hbr,True,S7_D5 hbr
drift_3_run3,19.0,2.1651265689488069e-13,0.4777599004263098,3.318549964079975e-05,-0.724210811122021,-2.4033297612353122e-05,7,5,hbr,False,S7_D5 hbr
drift_3_run4,19.0,2.1651265689488069e-13,0.3649158361456242,3.442950697031142e-05,0.9282602808798116,3.195954381081471e-05,7,5,hbr,False,S7_D5 hbr
arith,19.0,6.32583502151506e-12,3.5473958235857325e-05,3.6343438573449133e-06,5.364220733189833,1.9495422671110696e-05,6,5,hbo,True,S6_D5 hbo
arith1,19.0,6.32583502151506e-12,0.05182516724475077,3.633464254486367e-06,2.074866504650404,7.538953277478313e-06,6,5,hbo,False,S6_D5 hbo
constant_run1,19.0,6.32583502151506e-12,0.44346442217576165,4.772261984859211e-06,0.782674730343483,3.7351288621281378e-06,6,5,hbo,False,S6_D5 hbo
constant_run2,19.0,6.32583502151506e-12,5.438203618391331e-07,5.04827498707754e-06,7.379814420928223,3.725533255044607e-05,6,5,hbo,True,S6_D5 hbo
constant_run3,19.0,6.32583502151506e-12,0.004574218694847366,5.035927450743754e-06,-3.2134406587224227,-1.618265402459634e-05,6,5,hbo,True,S6_D5 hbo
constant_run4,19.0,6.32583502151506e-12,0.8434723094604171,5.141716962190101e-06,-0.20017293353756657,-1.0292325677414578e-06,6,5,hbo,False,S6_D5 hbo
control,19.0,6.32583502151506e-12,3.061889181178776e-08,3.6352712786814164e-06,-8.94688144875351,-3.252434116442122e-05,6,5,hbo,True,S6_D5 hbo
drift_1_run1,19.0,6.32583502151506e-12,0.0003114481173480726,0.0001738872140796906,-4.394703753296294,-0.0007641827923662523,6,5,hbo,True,S6_D5 hbo
drift_1_run2,19.0,6.32583502151506e-12,0.0004783630063604875,0.00018930173072267807,4.206326117150494,0.0007962648139605909,6,5,hbo,True,S6_D5 hbo
drift_1_run3,19.0,6.32583502151506e-12,0.00020562183901837432,0.00018953208303623337,-4.577622332599956,-0.0008676062960508511,6,5,hbo,True,S6_D5 hbo
drift_1_run4,19.0,6.32583502151506e-12,0.02174618462592743,0.00019734877702749592,-2.499874040381116,-0.0004933470845919982,6,5,hbo,True,S6_D5 hbo
drift_2_run1,19.0,6.32583502151506e-12,0.06545485211694796,0.00015981993940157672,1.955009695471101,0.0003124495310596863,6,5,hbo,False,S6_D5 hbo
drift_2_run2,19.0,6.32583502151506e-12,2.317992257878297e-12,0.00017952633481643912,15.753134388454564,0.0028281024786300547,6,5,hbo,True,S6_D5 hbo
drift_2_run3,19.0,6.32583502151506e-12,6.372708719560014e-05,0.00017983378732998047,-5.099238517854386,-0.0009170153751646705,6,5,hbo,True,S6_D5 hbo
drift_2_run4,19.0,6.32583502151506e-12,0.6434971434667085,0.0001902699151251849,-0.47029584710947137,-8.948315091324605e-05,6,5,hbo,False,S6_D5 hbo
